smiles,pKa,source
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,8.4,chembl26.sdf.gz
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,8.6,chembl26.sdf.gz
NCC(CC(=O)O)c1ccc(Cl)cc1,9.7,chembl26.sdf.gz
CN(C)CCC=C1c2ccccc2CCc2ccccc21,9.5,chembl26.sdf.gz
NC12CC3CC(CC(C3)C1)C2,10.8,chembl26.sdf.gz
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,7.9,chembl26.sdf.gz
O=C(NCc1ccc(CNCc2ncc[nH]2)cc1)c1csc2nc[nH]c(=O)c12,6.5,chembl26.sdf.gz
Cc1[nH]c(C(=O)NC2CCN(c3ncc(C(=O)O)s3)CC2)c(Cl)c1Cl,3.4,chembl26.sdf.gz
CO[C@H]1CN(c2ncc(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,3.6,chembl26.sdf.gz
COCCNC(=O)c1nc(N2CC[C@@H](NC(=O)c3[nH]c(C)c(Cl)c3Cl)[C@@H](OC)C2)sc1C(=O)O,4.4,chembl26.sdf.gz
COC[C@H](C)NC(=O)c1nc(N2CC[C@@H](NC(=O)c3[nH]c(C)c(Cl)c3Cl)[C@@H](OC)C2)sc1C(=O)O,4.2,chembl26.sdf.gz
COCC(COC)NC(=O)c1nc(N2CC[C@@H](NC(=O)c3[nH]c(C)c(Cl)c3Cl)[C@@H](OC)C2)sc1C(=O)O,4.5,chembl26.sdf.gz
CO[C@H]1CN(c2nc(-c3cnccn3)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,5.4,chembl26.sdf.gz
CO[C@H]1CN(c2nc(-c3ncnn3C)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,4.5,chembl26.sdf.gz
CO[C@H]1CN(c2nc(-c3ncccn3)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,5.2,chembl26.sdf.gz
CCCCCCCCCCCCCCCCCC(=O)OCC1CCP(=O)(O)O1,6.58,chembl26.sdf.gz
CCCCCCCCCCCCCCCCCC(=O)OC[C@@H]1CC(F)(F)P(=O)(O)O1,4.62,chembl26.sdf.gz
CCCCCCCCCCCCCCCCCC(=O)OC[C@@H]1CC(F)P(=O)(O)O1,5.6,chembl26.sdf.gz
CCCCCCCCCCCCCCCC(=O)OCC1CCP(O)(=S)O1,6.48,chembl26.sdf.gz
CCCCCCCCCCCCCCCCCC(=O)OCC1CCP(O)(=S)O1,6.76,chembl26.sdf.gz
O=C(Cn1cc(Nc2nncc3cc(OCCCN4CCC[C@@H]4CO)ccc23)cn1)Nc1cccc(F)c1F,5.4,chembl26.sdf.gz
CCC(CC)Nc1cc(C)nc(Oc2c(C)cc(C)cc2C)c1C,6.9,chembl26.sdf.gz
CCC(CC)Nc1cc(C)nc(Nc2c(C)cc(C)cc2C)c1C,9.3,chembl26.sdf.gz
CCC(CC)Oc1cc(C)nc(Oc2c(C)cc(C)cc2C)c1C.CS(=O)(=O)O,3.6,chembl26.sdf.gz
O=C(NC[C@@H](Cc1ccccc1)N1CCC(O)(C(F)(F)F)CC1)C1(c2ccc(Cl)cc2)CCCC1,5.9,chembl26.sdf.gz
O=C(O)CNC(=O)c1ncc(-c2cn(CCCc3ccc(Cl)cc3)nn2)cc1O,3.21,chembl26.sdf.gz
Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12,3.15,chembl26.sdf.gz
O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,2.0,chembl26.sdf.gz
CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21,2.9,chembl26.sdf.gz
O=C(O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12,5.2,chembl26.sdf.gz
CC(C)c1cccc(CN[C@H]2COC[C@@H](Cc3ccc(O)c(Br)c3)[C@@H]2O)c1,7.1,chembl26.sdf.gz
O=S1(=O)C[C@@H](Cc2ccc(O)c(Br)c2)[C@H](O)[C@@H](NCc2cccc(C3CC3)c2)C1,5.7,chembl26.sdf.gz
Cc1cn2ccc3c(c2n1)CC(c1ccccc1)CC3,7.63,chembl26.sdf.gz
Cc1cn2cc(C(=O)N(C)C)c3c(c2n1)CC(c1ccccc1)CC3,6.67,chembl26.sdf.gz
O=C1NCC(c2ccccc2)C12CCN(C1CCCCC1(O)c1ccc(F)cc1)CC2,8.54,chembl26.sdf.gz
O=C1NCC(c2ccc(F)cc2)C12CCN(C1CCCCC1(O)c1ccccc1)CC2,6.89,chembl26.sdf.gz
O=C1NC[C@@H](c2ccccc2)C12CCN(C1CCCCC1c1ccccc1)CC2,8.85,chembl26.sdf.gz
NC(CCCCCP(=O)(O)O)C(=O)O,9.84,chembl26.sdf.gz
COc1cc(Cl)ccc1OC(c1ccccc1)C1CNCCO1,7.7,chembl26.sdf.gz
C[C@]12N[C@H](Cc3ccccc31)c1ccccc12,5.81,chembl26.sdf.gz
[Cl-].c1ccc(C2(c3ccccc3)CC3c4ccccc4C2c2cccc[n+]23)cc1,11.7,chembl26.sdf.gz
Oc1ccc2c(c1)C1c3cccc[n+]3C2CC1(c1ccoc1)c1ccoc1.[Cl-],8.8,chembl26.sdf.gz
Oc1cccc2c1C1c3cccc[n+]3C2CC1(c1ccoc1)c1ccoc1.[Cl-],8.6,chembl26.sdf.gz
c1ccc(C2(N3CCCCC3)CCCCC2)cc1,9.97,chembl26.sdf.gz
Oc1ccc[n+]2c1C1c3ccccc3C2CC1(c1ccoc1)c1ccoc1.[Cl-],4.88,chembl26.sdf.gz
CCOC1(OCC)C2c3ccccc3C([n+]3ccccc32)C1(C)C,12.2,chembl26.sdf.gz
Nc1ccc(N)c([N+](=O)[O-])c1,4.36,chembl26.sdf.gz
O=[N+]([O-])c1ccc(O)cc1,6.9,chembl26.sdf.gz
Nc1cc([N+](=O)[O-])ccc1O,6.7,chembl26.sdf.gz
Oc1cccc(O)c1,9.21,chembl26.sdf.gz
CCOc1c(Cl)cc(N2CCCCC2)cc1NC(=O)c1cc(C)c(OCCN)c(C)c1,8.75,chembl26.sdf.gz
Cc1cccc(C)c1OC[C@@H](C)N,9.2,chembl26.sdf.gz
NC1=N[C@@]2(CO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1cnc(C3=CCCOC3)cc12,6.1,chembl26.sdf.gz
CC(C)NCC(O)COc1ccccc1OCC(O)CNC(C)C,9.22,chembl26.sdf.gz
Cc1cccc(OCC(O)CNC(C)C)c1OCC(O)CNC(C)C.Cl,9.23,chembl26.sdf.gz
CC(C)NCC(O)COc1cccc(C(C)C)c1OCC(O)CNC(C)C.Cl,9.24,chembl26.sdf.gz
Cc1ccc(OCC(O)CNC(C)C)c(OCC(O)CNC(C)C)c1.Cl,9.24,chembl26.sdf.gz
CC(C)NCC(O)COc1ccc(C(C)C)cc1OCC(O)CNC(C)C.Cl,9.3,chembl26.sdf.gz
CC(C)NCC(O)COc1cc2c(cc1OCC(O)CNC(C)C)CCCC2,9.17,chembl26.sdf.gz
CC(C)NCC(O)COc1cc2ccccc2cc1OCC(O)CNC(C)C.Cl,9.18,chembl26.sdf.gz
C[n+]1ccc2cc(-c3ccccc3)nc(O)c2c1.[Cl-],8.7,chembl26.sdf.gz
COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)n3nc(C)cc32)cc1,5.4,chembl26.sdf.gz
COc1cccc(-c2cccc(C3(C)CSCC(N)=N3)c2)c1,10.5,chembl26.sdf.gz
COc1cccc(-c2cccc(C3(C)N=C(N)CN3C(C)=O)c2)c1,6.5,chembl26.sdf.gz
COc1cccc(-c2cccc(C3(C)COCC(N)=N3)c2)c1,9.8,chembl26.sdf.gz
COc1cccc(-c2cccc(C3(C)N=C(N)CCS3)c2)c1,9.3,chembl26.sdf.gz
CC1(c2cccc(-c3cccc(Cl)c3)c2)N=C(N)CCO1,9.3,chembl26.sdf.gz
COc1cccc(-c2cccc(C3(C)N=C(N)CCO3)c2)c1,9.3,chembl26.sdf.gz
CC1(c2cccc(-c3cncnc3)c2)N=C(N)CCS1,9.1,chembl26.sdf.gz
COc1ccc(C2(c3cccc(-c4cncnc4)c3)CCC(N)=N2)cc1,10.0,chembl26.sdf.gz
CCC1(c2cccc(-c3cncnc3)c2)N=C(N)c2ccccc2O1,8.4,chembl26.sdf.gz
CC1(c2cccc(-c3cncnc3)c2)N=C(N)c2ccccc2S1,8.3,chembl26.sdf.gz
CC1(c2cccc(-c3cccnc3)c2)N=C(N)c2ccccc2O1,8.2,chembl26.sdf.gz
CC1(c2cccc(-c3cncnc3)c2)N=C(N)c2ccccc2O1,8.1,chembl26.sdf.gz
COc1cccc(-c2cccc(C3(C)CCSC(N)=N3)c2)c1,7.0,chembl26.sdf.gz
CC1(c2cccc(-c3cccnc3)c2)N=C(N)c2c(F)cccc2O1,7.0,chembl26.sdf.gz
C[C@]1(c2cccc(-c3cncc(F)c3)c2)N=C(N)[C@H]2CCCCN21,9.2,chembl26.sdf.gz
CC1(c2cccc(-c3cncnc3)c2)N=C(N)c2c(F)cccc2O1,6.9,chembl26.sdf.gz
COc1cccc(-c2cccc(C3(c4ccncc4)N=C(N)CS3)c2)c1,5.4,chembl26.sdf.gz
COc1cccc(-c2cccc(C3(C)N=C(N)CS3)c2)c1,6.9,chembl26.sdf.gz
COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)CS2)cc1,6.2,chembl26.sdf.gz
COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3nc(C)sc32)cc1,8.0,chembl26.sdf.gz
COc1ccc(CCN(C)CCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC.Cl,8.66,chembl26.sdf.gz
O=C(O)Cc1cccc2oc(-c3ccccc3)nc12,6.3,chembl26.sdf.gz
O=C(O)Cc1cccc2oc(-c3ccc(Cl)cc3)nc12,6.1,chembl26.sdf.gz
CC(C(=O)O)c1cccc2nc(-c3ccccc3)oc12,6.2,chembl26.sdf.gz
CC(C(=O)O)c1cccc2nc(-c3ccc(Cl)cc3)oc12,6.25,chembl26.sdf.gz
Cc1ccc(-c2nc3cccc(C(C)C(=O)O)c3o2)cc1,6.2,chembl26.sdf.gz
CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,3.1,chembl26.sdf.gz
CS(=O)(=O)c1nc2c(O)c3ccccc3nc2s1,5.2,chembl26.sdf.gz
CSc1nc2c(N(C)CCCN(C)C)c3ccccc3nc2s1,6.5,chembl26.sdf.gz
Cc1ccc2nc3sc(Cl)nc3c(O)c2c1.Cl,5.0,chembl26.sdf.gz
CSc1nc2c(O)c3cc(C)ccc3nc2s1,4.6,chembl26.sdf.gz
Cl.Oc1c2ccccc2nc2sc(Cl)nc12,5.9,chembl26.sdf.gz
CCN(CC)CCNc1nc2c(O)c3cc(C)ccc3nc2s1,8.4,chembl26.sdf.gz
CCN(CC)CCNc1nc2c(O)c3cc(F)ccc3nc2s1,8.3,chembl26.sdf.gz
Cc1ccc2nc3sc(N4CCN(C)CC4)nc3c(O)c2c1,10.0,chembl26.sdf.gz
Cl.Oc1c2cc(F)ccc2nc2sc(Cl)nc12,4.9,chembl26.sdf.gz
CN1CCN(c2nc3c(O)c4cc(F)ccc4nc3s2)CC1,8.0,chembl26.sdf.gz
CCN(CC)CCNc1nc2c(O)c3ccccc3nc2s1,9.3,chembl26.sdf.gz
CSc1nc2c(O)c3cc(F)ccc3nc2s1,5.7,chembl26.sdf.gz
CCN(CC)CCCNc1c2cc(C)ccc2nc2sc(SC)nc12,7.9,chembl26.sdf.gz
Cc1ccc2nc3sc(S(C)(=O)=O)nc3c(O)c2c1,4.0,chembl26.sdf.gz
CSc1nc2c(O)c3ccccc3nc2s1,5.9,chembl26.sdf.gz
CN1CCN(c2nc3c(O)c4ccccc4nc3s2)CC1,8.6,chembl26.sdf.gz
CCN(CC)CCCNc1c2ccccc2nc2sc(SC)nc12,7.5,chembl26.sdf.gz
CS(=O)(=O)c1nc2c(O)c3cc(F)ccc3nc2s1,5.5,chembl26.sdf.gz
COc1cccc(S(=O)(=O)NN2CCC(C)=C(CC(=O)NCc3ccc(C(=N)N)cc3)C2=O)c1,8.8,chembl26.sdf.gz
CC1=C(CC(=O)NCc2ccc(C(=N)N)cc2)C(=O)N(NS(=O)(=O)c2cc(C)ccc2C)CC1,8.7,chembl26.sdf.gz
Cc1ccn(NS(=O)(=O)c2ccccc2)c(=O)c1CC(=O)NCc1ccc(C(=N)N)cc1,5.9,chembl26.sdf.gz
COc1cc(C)ccc1S(=O)(=O)Nn1ccc(C)c(CC(=O)NCc2ccc(C(=N)N)cc2)c1=O,6.7,chembl26.sdf.gz
CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(C2COC2)C3)cc1,5.0,chembl26.sdf.gz
CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(C(C)C)C3)cc1,7.6,chembl26.sdf.gz
C=CC(=O)OCCN(C)C,8.6,chembl26.sdf.gz
CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@](O)(C(=O)O)C[C@@H]1O,3.2,chembl26.sdf.gz
CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)COP(=O)(O)O)O[C@](O)(C(=O)O)C[C@@H]1O,3.6,chembl26.sdf.gz
CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CCP(=O)(O)O)O[C@](O)(C(=O)O)C[C@@H]1O,3.5,chembl26.sdf.gz
Nc1c([N+](=O)[O-])ncn1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,0.3,chembl26.sdf.gz
CC(C)N(c1ccc(Oc2ccccc2C(F)(F)F)cc1C(=O)O)C(=O)[C@H]1CC[C@H](C)CC1,5.5,chembl26.sdf.gz
CCNC(=O)c1cc(OC)nc(N(C)C)n1,2.4,chembl26.sdf.gz
CCNC(=O)c1cc(N(C)C)nc(OC)n1,3.8,chembl26.sdf.gz
Nc1cc(/C=C/c2c[nH]c3ccccc23)nc2ccccc12,9.5,chembl26.sdf.gz
CCCN(CCC)CC(=O)N[C@H]1C[C@H](O[C@H]2C[C@](O)(C(C)=O)Cc3c(O)c4c(c(O)c32)C(=O)c2c(OC)cccc2C4=O)O[C@@H](C)[C@H]1O.Cl,7.2,chembl26.sdf.gz
O=C(N[C@H](Cc1cc2ccc(F)cc2[nH]1)C(=O)O)c1ccc2ccccc2c1,3.92,chembl26.sdf.gz
O=C(Cc1cccc2ccccc12)N[C@H](Cc1cc2ccc(F)cc2[nH]1)C(=O)O,3.91,chembl26.sdf.gz
O=C(CCc1c(Cl)cccc1Cl)N[C@H](Cc1cc2ccc(F)cc2[nH]1)C(=O)O,3.9,chembl26.sdf.gz
O=C(CC1c2ccccc2-c2ccccc21)N[C@H](Cc1cc2ccc(F)cc2[nH]1)C(=O)O,3.9,chembl26.sdf.gz
CC1CCN(C(=O)[C@H](CCCNc2ccccn2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,6.9,chembl26.sdf.gz
COc1ccc2ccc(S(=O)(=O)N[C@@H](CCCNc3cccnn3)C(=O)N3CCC(C)CC3)cc2c1,5.2,chembl26.sdf.gz
CC1CCN(C(=O)[C@H](CCCNc2ncccn2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,3.5,chembl26.sdf.gz
CC1CCN(C(=O)[C@H](CCCNc2cnccn2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,3.1,chembl26.sdf.gz
CC1CCN(C(=O)[C@H](CCCNc2cccnn2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,5.2,chembl26.sdf.gz
COc1ccc2ccc(S(=O)(=O)N[C@@H](CCCNc3ccccn3)C(=O)N3CCC(C)CC3)cc2c1,6.9,chembl26.sdf.gz
COc1cccc(C(=O)NCCN2CCN(c3ccc(Cl)cc3)CC2)c1,6.19,chembl26.sdf.gz
COc1cccc(C(=O)NCCN2CCN(c3ccc(C)cc3)CC2)c1,6.46,chembl26.sdf.gz
COc1cccc(C(=O)NCCN2CCN(c3noc4ccccc34)CC2)c1,6.24,chembl26.sdf.gz
COc1cccc(C(=O)NCCN2CCN(c3ccc(C#N)cc3)CC2)c1,6.41,chembl26.sdf.gz
COc1cccc(C(=O)NCCN2CCN(c3ncccc3C#N)CC2)c1,6.71,chembl26.sdf.gz
COc1cccc(C(=O)NCCN2CCN(c3ccc(Cl)cn3)CC2)c1,6.45,chembl26.sdf.gz
O=C(NCCN1CCN(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,6.46,chembl26.sdf.gz
Cc1ccc(N2CCN(CCNC(=O)c3ccc(F)cc3)CC2)cc1,6.31,chembl26.sdf.gz
O=C(NCCN1CCN(c2noc3ccccc23)CC1)c1ccc(F)cc1,6.43,chembl26.sdf.gz
N#Cc1ccc(N2CCN(CCNC(=O)c3ccc(F)cc3)CC2)cc1,6.43,chembl26.sdf.gz
N#Cc1cccnc1N1CCN(CCNC(=O)c2ccc(F)cc2)CC1,6.4,chembl26.sdf.gz
O=C(NCCN1CCN(c2ccc(Cl)cn2)CC1)c1ccc(F)cc1,6.58,chembl26.sdf.gz
Cc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NCC1CCc2ncncc2C1,2.4,chembl26.sdf.gz
Cc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NCC1CCc2nc(N)sc2C1,6.5,chembl26.sdf.gz
Cc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NC1CCc2nc(N)sc2C1,6.1,chembl26.sdf.gz
Cc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NCC1CCc2n[nH]cc2C1,4.0,chembl26.sdf.gz
Cc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NC1CCc2n[nH]cc2C1,3.7,chembl26.sdf.gz
Cc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NC1CCc2nn(C)cc2C1,3.2,chembl26.sdf.gz
Cc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NCC1CCc2nn(C)cc2C1,3.6,chembl26.sdf.gz
Cc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NCC1CCc2nc(N)ncc2C1,4.7,chembl26.sdf.gz
CCc1cc(C)cc(CC)c1C1C(=O)N2CCOCCN2C1=O,3.82,chembl26.sdf.gz
O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2ccccc12,3.0,chembl26.sdf.gz
O=S(=O)(c1ccccc1)c1ccc(O)nn1,7.1,chembl26.sdf.gz
C[n+]1c2ccccc2c(NC2CCNCC2)c2[nH]c3ccccc3c21.[Cl-],11.77,chembl26.sdf.gz
CCN(CC)CCCCNc1c2ccccc2[n+](C)c2c1[nH]c1ccccc12.[Cl-],11.6,chembl26.sdf.gz
C[n+]1c2ccccc2c(Nc2ccc(N3CCCCC3)cc2)c2[nH]c3ccccc3c21.[Cl-],10.0,chembl26.sdf.gz
CN(C)CCNc1c2ccccc2[n+](C)c2c1[nH]c1ccccc12.[Cl-],11.61,chembl26.sdf.gz
CCN(CC)CCNc1c2ccccc2[n+](C)c2c1[nH]c1ccccc12.[Cl-],11.6,chembl26.sdf.gz
CC(CN(C)C)Nc1c2ccccc2[n+](C)c2c1[nH]c1ccccc12.[Cl-],11.6,chembl26.sdf.gz
CN(C)CCCNc1c2ccccc2[n+](C)c2c1[nH]c1ccccc12.[Cl-],11.9,chembl26.sdf.gz
CCN(CC)CCCNc1c2ccccc2[n+](C)c2c1[nH]c1ccccc12.[Cl-],11.6,chembl26.sdf.gz
CN(C)CC(C)(C)CNc1c2ccccc2[n+](C)c2c1[nH]c1ccccc12.[Cl-],11.7,chembl26.sdf.gz
CC(C)NCCCNc1c2ccccc2[n+](C)c2c1[nH]c1ccccc12.[Cl-],11.49,chembl26.sdf.gz
C[n+]1c2ccccc2c(NCCCN2CCCCC2)c2[nH]c3ccccc3c21.[Cl-],11.7,chembl26.sdf.gz
CCN(CC)CCCC(C)Nc1c2ccccc2[n+](C)c2c1[nH]c1ccccc12.[Cl-],11.45,chembl26.sdf.gz
CC(C)CN1CCC(Nc2c3ccccc3[n+](C)c3c2[nH]c2ccccc23)CC1.[Cl-],11.6,chembl26.sdf.gz
C[n+]1c2ccccc2c(NC2CCN(Cc3ccccc3)CC2)c2[nH]c3ccccc3c21.[Cl-],11.5,chembl26.sdf.gz
C[n+]1c2ccccc2c(NC2CCN(Cc3ccccc3O)CC2)c2[nH]c3ccccc3c21.[Cl-],11.6,chembl26.sdf.gz
C[n+]1c2ccccc2c(Nc2ccccc2)c2[nH]c3ccccc3c21.[Cl-],10.6,chembl26.sdf.gz
CCN(CC)Cc1ccc(Nc2c3ccccc3[n+](C)c3c2[nH]c2ccccc23)cc1O.[Cl-],10.8,chembl26.sdf.gz
C[n+]1c2ccccc2c(Nc2cccnc2)c2[nH]c3ccccc3c21.[Cl-],10.3,chembl26.sdf.gz
CCN(CC)CCCNc1c2ccc(Cl)cc2[n+](C)c2c1[nH]c1ccccc12.[Cl-],11.2,chembl26.sdf.gz
C[n+]1c2cc(Cl)ccc2c(NC2CCNCC2)c2[nH]c3ccccc3c21.[Cl-],11.1,chembl26.sdf.gz
C[n+]1c2cc(Cl)ccc2c(NC2CCNCC2)c2[nH]c3cc(Cl)ccc3c21.[Cl-],10.3,chembl26.sdf.gz
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)NCCCCCCO)ccc3OCC)nc12,5.22,chembl26.sdf.gz
CCOC(=O)c1cnc2c(c(C)nn2C)c1Nc1ccccc1,8.23,chembl26.sdf.gz
CCOC(=O)c1cnc2c(c(C)nn2C)c1Nc1ccc([N+](=O)[O-])cc1,8.8,chembl26.sdf.gz
CCOC(=O)c1cnc2c(c(C)nn2C)c1Nc1ccc(O)cc1,9.98,chembl26.sdf.gz
CCOC(=O)c1cnc2c(c(C)nn2C)c1Nc1ccc(Br)cc1,8.39,chembl26.sdf.gz
CCOC(=O)c1cnc2c(c(C)nn2C)c1Nc1ccc(F)cc1,8.14,chembl26.sdf.gz
CCOC(=O)c1cnc2c(c(C)nn2C)c1Nc1ccc(OC)cc1,8.07,chembl26.sdf.gz
CCOC(=O)c1cnc2c(c(C)nn2C)c1Nc1ccc(C)cc1,8.61,chembl26.sdf.gz
CCOC(=O)c1cnc2c(c(C)nn2C)c1Nc1ccc(C(C)=O)cc1,9.05,chembl26.sdf.gz
CCOC(=O)c1cnc2c(c(C)nn2C)c1Nc1ccc(Cl)cc1,9.73,chembl26.sdf.gz
CCOC(=O)c1cnc2c(c(C)nn2C)c1Nc1cccc([N+](=O)[O-])c1,7.98,chembl26.sdf.gz
CCOC(=O)c1cnc2c(c(C)nn2C)c1Nc1cccc(OC)c1,8.38,chembl26.sdf.gz
CCOC(=O)c1cnc2c(c(C)nn2C)c1Nc1cccc(C)c1,7.64,chembl26.sdf.gz
CCOC(=O)c1cnc2c(c(C)nn2C)c1Nc1cccc(Cl)c1,7.06,chembl26.sdf.gz
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl,4.95,chembl26.sdf.gz
COc1cc2c(Nc3c(Cl)ccc4c3OCO4)ncnc2cc1OCCCN1CCOCC1,7.2,chembl26.sdf.gz
COc1cc2c(Nc3c(Cl)ccc4c3OCO4)ncnc2cc1OCCCN1CCCCC1,9.7,chembl26.sdf.gz
COc1cc2c(Nc3c(Cl)ccc4c3OCO4)ncnc2cc1OCC1CCN(C)CC1,9.4,chembl26.sdf.gz
CCOc1cc(C(Nc2ccc3c(N)nccc3c2)C(=O)NS(=O)(=O)c2ccccc2)ccc1OC(C)C,8.9,chembl26.sdf.gz
CCOc1cc(C(Nc2ccc3cnccc3c2)C(=O)NS(=O)(=O)c2ccccc2)ccc1OC(C)C,7.8,chembl26.sdf.gz
O=S(=O)(NC(=C1COC1)c1ccc(N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)cc1)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1,9.0,chembl26.sdf.gz
O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)nn1,3.6,chembl26.sdf.gz
O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1cnc(N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)nc1,3.5,chembl26.sdf.gz
O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1csc(N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)n1,2.6,chembl26.sdf.gz
CC1=CC(C)=[N+]2C1=C(c1ccc(N(C)C)cc1)c1c(C)cc(C)n1[B-]2(F)F,3.2,chembl26.sdf.gz
CCN(CC)c1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)cc1,5.2,chembl26.sdf.gz
CCN(CCCC(=O)OC)c1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)cc1,3.2,chembl26.sdf.gz
CCN(CC)c1ccc(C2=C3C=CC(CCC(=O)OC)=[N+]3[B-](F)(F)n3c(CCC(=O)OC)ccc32)cc1,3.2,chembl26.sdf.gz
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1N=C(C(C)(C)C)S[C@H]1C(=O)O,5.4,chembl26.sdf.gz
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,5.5,chembl26.sdf.gz
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1N=C(C(C)(C)C)S[C@H]1C(=O)O,8.0,chembl26.sdf.gz
CNC[C@H](O)c1ccc(O)c(O)c1,8.59,chembl26.sdf.gz
N=C(N)Nc1ccc(Cc2ccc(NC(=N)N)cc2)cc1,10.5,chembl26.sdf.gz
N=C(N)Nc1ccc(C(=O)c2ccc(NC(=N)N)cc2)cc1,9.4,chembl26.sdf.gz
N=C(N)Nc1ccc(Nc2ccc(NC(=N)N)cc2)cc1,10.8,chembl26.sdf.gz
c1cc(NC2=NCCN2)ccc1Cc1ccc(NC2=NCCN2)cc1,9.8,chembl26.sdf.gz
O=C(c1ccc(NC2=NCCN2)cc1)c1ccc(NC2=NCCN2)cc1,8.6,chembl26.sdf.gz
c1cc(Nc2ccc(NC3=NCCN3)cc2)ccc1NC1=NCCN1,9.9,chembl26.sdf.gz
NC[C@H](O)c1ccc(O)c(O)c1,8.58,chembl26.sdf.gz
NS(=O)(=O)c1cc(C(=O)NCCO)c(Cl)cc1Cl,8.8,chembl26.sdf.gz
NS(=O)(=O)c1cc(C(=O)NCCO)c(NC2CCCCC2)cc1Cl,9.7,chembl26.sdf.gz
NS(=O)(=O)c1cc(C(=O)NCCO)c(NCc2ccccc2)cc1Cl,10.2,chembl26.sdf.gz
