smiles,pKa,source
CC(C)NC[C@@H](O)COc1cccc2ccccc12,9.45,hunt_et_al.sdf.gz
c1ccc(CSc2nc3ccccc3[nH]2)nc1,4.4,hunt_et_al.sdf.gz
CCOC(=O)N1CCC(c2cc(=O)n(-c3ccccc3)[nH]2)CC1,6.8,hunt_et_al.sdf.gz
NC1=N[C@H](c2ccco2)Nc2c(F)ccc(F)c21,8.2,hunt_et_al.sdf.gz
CN(C)S(=O)(=O)NC(=O)CCCc1c(-c2ccc(F)cc2)[nH]c2ccc(C#N)cc12,5.5,hunt_et_al.sdf.gz
Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@H]3CCC[C@H]3C2)cc1,5.98,hunt_et_al.sdf.gz
CN1CCO[C@@H](c2ccccc2)c2ccccc2C1,9.3,hunt_et_al.sdf.gz
C=CCOc1ccccc1OC[C@H](O)CNC(C)C,9.69,hunt_et_al.sdf.gz
O=C(O)c1ccc(-c2ccc(Cl)c(C(=O)NCC34CC5CC(CC(C5)C3)C4)c2)cc1,4.1,hunt_et_al.sdf.gz
CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1,8.4,hunt_et_al.sdf.gz
CCc1cccc2c3c([nH]c12)[C@](CC)(CC(=O)O)OCC3,4.15,hunt_et_al.sdf.gz
COc1ccc([C@H](CN(C)C)C2(O)CCCCC2)cc1,9.64,hunt_et_al.sdf.gz
SC1CCCCC1,10.69,hunt_et_al.sdf.gz
CC(Cl)(Cl)C(=O)O,1.74,hunt_et_al.sdf.gz
COc1c(Cl)ccc(Cl)c1C(=O)O,1.97,hunt_et_al.sdf.gz
CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],2.83,hunt_et_al.sdf.gz
COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2cc(NC=O)ccc2C(=O)N(C)C)n1,4.6,hunt_et_al.sdf.gz
Cc1cc(Cl)ccc1OCCCC(=O)O,4.5,hunt_et_al.sdf.gz
COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,2.77,hunt_et_al.sdf.gz
C[C@@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,8.1,hunt_et_al.sdf.gz
O=C(NO)c1ccc(Cl)cc1,9.59,hunt_et_al.sdf.gz
C[C@@H]1CCCCN1CCCOC(=O)c1ccc(Cl)c(Cl)c1,8.9,hunt_et_al.sdf.gz
COc1ccc(C(=O)NO)cc1,9.0,hunt_et_al.sdf.gz
O=C(NO)c1ccc([N+](=O)[O-])cc1,8.01,hunt_et_al.sdf.gz
COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(OC(F)F)cc(OC(F)F)n1,3.47,hunt_et_al.sdf.gz
O=[N+]([O-])c1ccc(Cl)cc1O,6.05,hunt_et_al.sdf.gz
Cc1cc(Cl)c(O)c(Cl)c1,7.19,hunt_et_al.sdf.gz
COc1ccc(O)c([N+](=O)[O-])c1,7.33,hunt_et_al.sdf.gz
N#Cc1cc(Br)c(O)c(Br)c1,3.95,hunt_et_al.sdf.gz
O=C(O)CCC(=O)O,4.21,hunt_et_al.sdf.gz
O=C(O)Cc1cccc(F)c1,4.13,hunt_et_al.sdf.gz
NC1(C(=O)O)CCCCC1,10.03,hunt_et_al.sdf.gz
COC(=O)C[C@@H](C(=O)O)c1ccc([N+](=O)[O-])cc1,3.69,hunt_et_al.sdf.gz
COC(=O)c1cc(O)c(O)c(O)c1CN(C)C,6.8,hunt_et_al.sdf.gz
Cc1cc(C(=O)O)c2ccccc2c1,3.72,hunt_et_al.sdf.gz
COC(=O)c1cc(O)cc2ccccc12,8.88,hunt_et_al.sdf.gz
O=C(O)c1ccc(C2CCCC2)cc1,4.21,hunt_et_al.sdf.gz
CCCCc1cc(C)c(O)cc1C,10.74,hunt_et_al.sdf.gz
CC(C)c1cccc(C(C)C)c1O,11.1,hunt_et_al.sdf.gz
Oc1cc(-c2ccccc2)ccc1Cl,8.07,hunt_et_al.sdf.gz
CCc1ccc(O)c2sc(C)c(C)c12,9.56,hunt_et_al.sdf.gz
Oc1ccc(C2CCCCC2)cc1Cl,8.66,hunt_et_al.sdf.gz
CC(C)(C)c1ccc(S(=O)(=O)CC(=O)O)cc1,2.598,hunt_et_al.sdf.gz
O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccccc2)cc1,7.42,hunt_et_al.sdf.gz
O=C(O)CCCCCCc1ccccc1,5.07,hunt_et_al.sdf.gz
Oc1ccc2ccccc2c1/N=N/c1nccs1,8.94,hunt_et_al.sdf.gz
CC(=O)c1ccc(-c2ccccc2O)cc1,10.78,hunt_et_al.sdf.gz
O=P(O)(OCc1ccccc1)OCc1ccccc1,0.7,hunt_et_al.sdf.gz
CC(C)(C)c1cc(Br)cc(C(C)(C)C)c1O,10.83,hunt_et_al.sdf.gz
CC(C)(C)c1cc(N=O)cc(C(C)(C)C)c1O,8.18,hunt_et_al.sdf.gz
CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O,6.65,hunt_et_al.sdf.gz
O=C(c1ccc(C(F)(F)F)cc1)N(O)c1ccccc1,7.98,hunt_et_al.sdf.gz
COc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,12.15,hunt_et_al.sdf.gz
C[Si](C)(C)CNC[Si](C)(C)C,11.4,hunt_et_al.sdf.gz
CN(C)CCC(=O)C(c1ccccc1)c1ccccc1,8.71,hunt_et_al.sdf.gz
CCN(C)CC,10.5,hunt_et_al.sdf.gz
NCCSCCO,9.41,hunt_et_al.sdf.gz
CC(=O)CCCN(C)C,9.1,hunt_et_al.sdf.gz
CC(C)CN,10.72,hunt_et_al.sdf.gz
CC(C)CN(C)C,10.08,hunt_et_al.sdf.gz
O=C(O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1.42,hunt_et_al.sdf.gz
C=CCN,9.49,hunt_et_al.sdf.gz
NCC=C(Cl)Cl,9.47,hunt_et_al.sdf.gz
C=CCN(CC=C)CC=C,8.31,hunt_et_al.sdf.gz
C=CCN(C)C,8.64,hunt_et_al.sdf.gz
O=C(O)c1cc([N+](=O)[O-])ccc1[N+](=O)[O-],1.62,hunt_et_al.sdf.gz
CCC(N)(CO)CO,8.8,hunt_et_al.sdf.gz
NCCCC(Cl)(Cl)Cl,9.93,hunt_et_al.sdf.gz
C[C@@H](CC(c1ccccc1)c1ccccc1)N(C)C,9.43,hunt_et_al.sdf.gz
CCN(CC)[C@@H](C)C=C(c1cccs1)c1cccs1,8.85,hunt_et_al.sdf.gz
C#CCCN,8.25,hunt_et_al.sdf.gz
CCC(N)CC,10.42,hunt_et_al.sdf.gz
CC(C)C(N)C(C)C,10.23,hunt_et_al.sdf.gz
CCC(N)(CC)CC,10.59,hunt_et_al.sdf.gz
CC(C)(C)CC(C)(C)N,10.73,hunt_et_al.sdf.gz
NCCCCCCO,10.6,hunt_et_al.sdf.gz
CCCCCCCN,10.66,hunt_et_al.sdf.gz
CN[C@@H]1CCC[C@H]1O,10.06,hunt_et_al.sdf.gz
CCCOc1cccc(C(=O)O)c1,4.2,hunt_et_al.sdf.gz
C[C@H]1CC[C@@H](O)[C@@H](N)C1,9.38,hunt_et_al.sdf.gz
CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1N,10.35,hunt_et_al.sdf.gz
C[C@@H]1CCC[C@@H](N)C1,10.56,hunt_et_al.sdf.gz
CN(C)C1CCCCC1,10.72,hunt_et_al.sdf.gz
CCCCN(C)c1ccccc1,6.03,hunt_et_al.sdf.gz
CCN(CC)c1cccc(C)c1,7.12,hunt_et_al.sdf.gz
COc1cc(N)cc(OC)c1,3.82,hunt_et_al.sdf.gz
CN(C)c1ccc(C(F)(F)F)cc1,2.67,hunt_et_al.sdf.gz
CN(C)c1ccc(C=O)cc1,1.62,hunt_et_al.sdf.gz
Nc1ccccc1I,2.6,hunt_et_al.sdf.gz
CC(C)c1cccc(N)c1,4.67,hunt_et_al.sdf.gz
CCOc1cccc(C(=O)O)c1CO,3.62,hunt_et_al.sdf.gz
Cc1cc([N+](=O)[O-])ccc1N,1.04,hunt_et_al.sdf.gz
C[Si](C)(C)CNc1ccccc1,5.3,hunt_et_al.sdf.gz
NC[C@H](O)c1cccc(O)c1,8.67,hunt_et_al.sdf.gz
C[C@@H](N)[C@@H](O)c1ccc(O)c(O)c1,8.75,hunt_et_al.sdf.gz
CCc1ccc(CC(=O)O)cc1,4.37,hunt_et_al.sdf.gz
C[C@@H](CO)NCCc1ccc(O)c(O)c1,9.87,hunt_et_al.sdf.gz
[H]/N=C(\c1ccccc1)c1c(C)cc(O)cc1O,6.75,hunt_et_al.sdf.gz
[H]/N=C(\c1ccccc1)c1ccc(O)cc1,6.45,hunt_et_al.sdf.gz
CC(C)NCCc1ccc(O)cc1,9.49,hunt_et_al.sdf.gz
[H]/N=C(\c1ccccc1)c1ccccc1C,6.79,hunt_et_al.sdf.gz
NCc1ccccc1Cl,8.8,hunt_et_al.sdf.gz
CCCNCc1ccccc1,9.6,hunt_et_al.sdf.gz
N[C@H]1CCc2ccccc21,9.21,hunt_et_al.sdf.gz
Nc1cc(Br)cc2ccccc12,2.67,hunt_et_al.sdf.gz
Nc1ccc(Br)c2ccccc12,3.21,hunt_et_al.sdf.gz
Nc1cc(I)c2ccccc2c1,3.41,hunt_et_al.sdf.gz
COC(=O)c1cc(N)cc2ccccc12,3.38,hunt_et_al.sdf.gz
Nc1cccc2cccc([N+](=O)[O-])c12,2.79,hunt_et_al.sdf.gz
C[C@@H](C=C(c1cccs1)c1cccs1)N1CCCCCC1,7.91,hunt_et_al.sdf.gz
CC(C)N1CCCC(=O)[C@H](O)CCC1,8.1,hunt_et_al.sdf.gz
C[C@@H]1CCC[C@H](C)N1,11.07,hunt_et_al.sdf.gz
CCN1CCCCC1,10.45,hunt_et_al.sdf.gz
C[C@@H]1CCCC(C)(C)N1C,10.7,hunt_et_al.sdf.gz
CC1(C)CCCC(C)(C)N1,11.1,hunt_et_al.sdf.gz
CCN1CCCC=C1C,11.53,hunt_et_al.sdf.gz
Oc1ccccc1-c1ccccn1,9.98,hunt_et_al.sdf.gz
CN(c1ccccn1)S(C)(=O)=O,1.73,hunt_et_al.sdf.gz
c1ccc(/N=N/c2ccccn2)cc1,2.0,hunt_et_al.sdf.gz
c1ccc(CN2CCCCC2)nc1,8.51,hunt_et_al.sdf.gz
CCCCN1CCC[C@H]1C,10.61,hunt_et_al.sdf.gz
C1CCC([C@@H]2CCCN2)CC1,10.76,hunt_et_al.sdf.gz
CC[C@@H]1CCCN1C,9.78,hunt_et_al.sdf.gz
c1ccc([C@@H]2CCCN2)cc1,9.6,hunt_et_al.sdf.gz
C1=C(C2CCCCC2)NCC1,7.91,hunt_et_al.sdf.gz
CC1=CCCN1C,11.9,hunt_et_al.sdf.gz
CCN1CCC=C1C,11.84,hunt_et_al.sdf.gz
C1=C(c2ccccc2)NCC1,6.84,hunt_et_al.sdf.gz
O=C(CCN1CCOCC1)C(c1ccccc1)c1ccccc1,6.39,hunt_et_al.sdf.gz
Cc1ccc(S(=O)(=O)N2CCNCC2)cc1,7.4,hunt_et_al.sdf.gz
Oc1ccc(O)nn1,13.0,hunt_et_al.sdf.gz
Oc1cccnn1,10.5,hunt_et_al.sdf.gz
Nc1ncc(Br)cn1,1.95,hunt_et_al.sdf.gz
[H]/N=c1/cc(SC)n(C)c(N)n1,11.9,hunt_et_al.sdf.gz
CNc1nccc(O)n1,3.9,hunt_et_al.sdf.gz
CCCNc1ncccn1,4.09,hunt_et_al.sdf.gz
Oc1cc2ccccc2cn1,9.62,hunt_et_al.sdf.gz
Oc1ccc2ccncc2c1,8.9,hunt_et_al.sdf.gz
O=C(O)c1ccc2ncccc2c1,0.1,hunt_et_al.sdf.gz
Oc1c(CN2CCCCC2)ccc2cccnc12,10.9,hunt_et_al.sdf.gz
Oc1cc(C(F)(F)F)cc2cccnc12,10.1,hunt_et_al.sdf.gz
Oc1ccc(O)c2ccccc12,9.58,hunt_et_al.sdf.gz
N#C[C@H]1CN2CCC1CC2,7.81,hunt_et_al.sdf.gz
COC(=O)[C@@H]1CN2CCC1CC2,9.4,hunt_et_al.sdf.gz
Oc1cccc2nnccc12,7.42,hunt_et_al.sdf.gz
Oc1ccnc2cccnc12,10.03,hunt_et_al.sdf.gz
Oc1ccc2nccnc2c1,7.94,hunt_et_al.sdf.gz
Nc1ccc2nccnc2n1,4.25,hunt_et_al.sdf.gz
O=C1c2ccccc2C(=O)c2cc(S(=O)(=O)O)ccc21,0.378,hunt_et_al.sdf.gz
CCOP(=O)(CN(C)C)OCC,5.85,hunt_et_al.sdf.gz
CCOP(=O)(CCN(CC)CC)OCC,8.2,hunt_et_al.sdf.gz
CCOP(=O)(OCC)SCCN(C)C,7.73,hunt_et_al.sdf.gz
CC[C@H](O)CN(CC)C[C@@H](O)CC,9.2,hunt_et_al.sdf.gz
N[C@@H]1C[C@H]1c1ccc(Br)cc1,8.13,hunt_et_al.sdf.gz
N[C@@H]1C[C@H]1c1ccc(F)cc1,8.25,hunt_et_al.sdf.gz
N[C@@H]1C[C@@H]2CC[C@H]1C2,10.5,hunt_et_al.sdf.gz
C#CCN(CC)CC,7.97,hunt_et_al.sdf.gz
CC(C)CN1CCCC1,10.38,hunt_et_al.sdf.gz
CCCO[P@@](C)(=O)OCCN(C)C,8.24,hunt_et_al.sdf.gz
CCCO[P@](C)(=O)SCCN(C)C,7.77,hunt_et_al.sdf.gz
C[C@@H](O)CN(CCO)C(C)(C)C,9.2,hunt_et_al.sdf.gz
CCC[C@H](N)c1ccc(C)cc1,9.62,hunt_et_al.sdf.gz
C[C@H](N)c1ccc(Br)cc1,8.95,hunt_et_al.sdf.gz
CCCCOc1ccc([C@H](C)N)cc1,9.45,hunt_et_al.sdf.gz
CC(C)[C@H](N)c1ccccc1,9.85,hunt_et_al.sdf.gz
CC[C@@H](N)c1cccc(Br)c1,8.9,hunt_et_al.sdf.gz
CC(C)NC[C@H](O)c1ccc(Cl)c(Cl)c1,9.27,hunt_et_al.sdf.gz
CNC[C@H](O)c1ccc(Cl)c(Cl)c1,9.11,hunt_et_al.sdf.gz
CCN(CC)CC(c1ccccc1)c1ccccc1,9.8,hunt_et_al.sdf.gz
CNC[C@H](O)c1ccc(F)c(F)c1,9.23,hunt_et_al.sdf.gz
Cc1ccccc1[C@@H](O)CNC(C)C,9.01,hunt_et_al.sdf.gz
Cc1cccc([C@@H](O)CNC(C)C)c1,9.45,hunt_et_al.sdf.gz
CSc1cccc([C@@H](O)CNC(C)C)c1,9.42,hunt_et_al.sdf.gz
CC(C)NC[C@H](O)c1ccc(-c2ccccc2)cc1,9.2,hunt_et_al.sdf.gz
OCCN(CCO)Cc1cccc(Br)c1,8.98,hunt_et_al.sdf.gz
NCc1ccc(F)cc1,9.3,hunt_et_al.sdf.gz
COc1ccc(CN(C)C)cc1,9.32,hunt_et_al.sdf.gz
C=CCC(=O)OCCN1CCCCC1,8.35,hunt_et_al.sdf.gz
CC1CCN(C)CC1,10.05,hunt_et_al.sdf.gz
CC(C)C1CCNCC1,10.85,hunt_et_al.sdf.gz
CN1CCCC(C)(C)C1,9.77,hunt_et_al.sdf.gz
Nc1ncc(Cl)cc1Cl,2.75,hunt_et_al.sdf.gz
Nc1ccc([N+](=O)[O-])cn1,2.78,hunt_et_al.sdf.gz
Cn1ccnc1C(=O)O,7.25,hunt_et_al.sdf.gz
C=CCc1c(C)nc(NC)nc1C,5.31,hunt_et_al.sdf.gz
Cc1nc(N)nc(C)c1C(N)=O,3.31,hunt_et_al.sdf.gz
CNc1ncc(C(N)=O)cn1,2.05,hunt_et_al.sdf.gz
COc1ccc(-c2cnc(O)nc2)cc1,8.86,hunt_et_al.sdf.gz
CC[C@H]1CSC(C(C)C)=N1,5.276,hunt_et_al.sdf.gz
CC[C@H]1CSC(C)=N1,5.301,hunt_et_al.sdf.gz
CC1=NCC(C)(C)S1,5.67,hunt_et_al.sdf.gz
Nc1cccc(-c2cc(=O)c3ccccc3o2)c1,3.56,hunt_et_al.sdf.gz
Oc1nc(O)nc(O)n1,6.78,hunt_et_al.sdf.gz
c1ccc2c(c1)Sc1ccccc1N2CCN1CCCC1,9.7,hunt_et_al.sdf.gz
CC(=O)c1ccc(Sc2ccc(N)cc2)cc1,3.31,hunt_et_al.sdf.gz
Nc1ccc([C@@]23CCC[C@@H]2C3)cc1,4.98,hunt_et_al.sdf.gz
CC(C)(C)SNc1ccccc1,3.44,hunt_et_al.sdf.gz
Nc1ccc(C2CCCCC2)cc1,4.96,hunt_et_al.sdf.gz
Nc1cccc(Cl)c1Cl,1.761,hunt_et_al.sdf.gz
Nc1ccc(Cl)c(Cl)c1,2.968,hunt_et_al.sdf.gz
CSc1cc(Cl)c(N)c(Cl)c1,0.35,hunt_et_al.sdf.gz
Cc1ccc(N)c([N+](=O)[O-])c1,0.403,hunt_et_al.sdf.gz
Nc1ccc(Cc2ccc([N+](=O)[O-])cc2)cc1,4.45,hunt_et_al.sdf.gz
Nc1ccc(OC(F)(F)C(F)(F)F)cc1,3.78,hunt_et_al.sdf.gz
COC(=O)CCCN,9.838,hunt_et_al.sdf.gz
CCOC(=O)CCCCN,10.5,hunt_et_al.sdf.gz
O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,4.17,hunt_et_al.sdf.gz
O=C(O)CNC(=O)c1ccccc1,3.62,hunt_et_al.sdf.gz
O=C(O)C(F)(F)Cl,0.46,hunt_et_al.sdf.gz
C[C@](C#N)(C(=O)O)c1ccccc1,2.29,hunt_et_al.sdf.gz
CCOc1cccc(O)c1,9.655,hunt_et_al.sdf.gz
O=C(O)CCCO,4.71,hunt_et_al.sdf.gz
CNCCO,9.88,hunt_et_al.sdf.gz
C[P@@H](=O)O,3.08,hunt_et_al.sdf.gz
CS(=O)(=O)CC(=O)O,2.36,hunt_et_al.sdf.gz
O=C(O)C(F)=C(F)F,1.79,hunt_et_al.sdf.gz
NCCc1c[nH]c2ccccc12,10.2,hunt_et_al.sdf.gz
C=C(C)C(=O)O,4.66,hunt_et_al.sdf.gz
COc1ccc(CCC(=O)O)cc1,4.69,hunt_et_al.sdf.gz
COc1cccc(CN)c1,9.15,hunt_et_al.sdf.gz
Cc1ccc(CN)cc1,9.36,hunt_et_al.sdf.gz
NC1CC1,9.1,hunt_et_al.sdf.gz
CN(C)CCc1ccc(O)cc1,9.78,hunt_et_al.sdf.gz
Cc1cnc2c(O)cccc2c1C,10.05,hunt_et_al.sdf.gz
CC(=O)CCCC(=O)O,4.66,hunt_et_al.sdf.gz
COc1c(O)cccc1CN,8.89,hunt_et_al.sdf.gz
C=CC(=O)O,4.25,hunt_et_al.sdf.gz
C[C@@H](O)CN(Cc1ccccc1)C[C@@H](C)O,7.5,hunt_et_al.sdf.gz
NCCc1c[nH]c2ccc(O)cc12,10.0,hunt_et_al.sdf.gz
Cc1cc(Br)ccc1C(=O)O,3.77,hunt_et_al.sdf.gz
O=C(O)Cc1cccc([N+](=O)[O-])c1,3.97,hunt_et_al.sdf.gz
CNC[C@H](O)c1ccccc1,9.44,hunt_et_al.sdf.gz
CCC(CC)C(=O)O,4.73,hunt_et_al.sdf.gz
CC1(c2ccccc2)C(=O)NC(=O)NC1=O,7.4,literature_compilation.sdf.gz
CN1C(=O)NC(=O)C(C)(C)C1=O,8.3,literature_compilation.sdf.gz
CC1(C)C(=O)NC(=O)NC1=O,8.0,literature_compilation.sdf.gz
CN1C(=O)NC(=O)C(C)(c2ccccc2)C1=O,7.8,literature_compilation.sdf.gz
C1CC1c1nn[nH]n1,5.4,literature_compilation.sdf.gz
Cc1nn[nH]n1,5.6,literature_compilation.sdf.gz
O=c1nn[nH][nH]1,5.4,literature_compilation.sdf.gz
c1ccc(Oc2nn[nH]n2)cc1,4.4,literature_compilation.sdf.gz
c1ccc(-c2nn[nH]n2)cc1,3.5,literature_compilation.sdf.gz
NCCN,10.7,literature_compilation.sdf.gz
NCCCN,10.9,literature_compilation.sdf.gz
CNCCNC,10.4,literature_compilation.sdf.gz
C1N2CN3CN1CN(C2)C3,5.3,literature_compilation.sdf.gz
C1CN2CCN1CC2,8.2,literature_compilation.sdf.gz
Nc1nc(N)nc(N)n1,5.0,literature_compilation.sdf.gz
c1ccc2c(c1)CCCC2C1=NCCN1,10.5,literature_compilation.sdf.gz
CN1C(=O)CN=C(c2ccccc2)c2ccccc21,3.3,literature_compilation.sdf.gz
O=C1Nc2ccccc2C(c2ccccc2)=NC1O,1.7,literature_compilation.sdf.gz
CN1C(=O)C(O)N=C(c2ccccc2)c2ccccc21,1.6,literature_compilation.sdf.gz
O=C1CN=C(c2ccccc2)c2ccccc2N1,3.5,literature_compilation.sdf.gz
CN1CCN=C(c2ccccc2)c2ccccc21,6.2,literature_compilation.sdf.gz
N=C(N)N1CCc2ccccc2C1,11.9,literature_compilation.sdf.gz
CNC(=N)N,13.4,literature_compilation.sdf.gz
OCCCl,12.9,literature_compilation.sdf.gz
OCCO,13.6,literature_compilation.sdf.gz
Cc1ccc(C)cc1,10.3,literature_compilation.sdf.gz
O=C(O)[C@H]1C[C@H]1C(=O)O,3.6,literature_compilation.sdf.gz
O=C(O)[C@H]1C[C@@H]1C(=O)O,3.8,literature_compilation.sdf.gz
CC/C=C(\Cl)CC(=O)O,2.8,literature_compilation.sdf.gz
CC/C=C(/Cl)CC(=O)O,3.2,literature_compilation.sdf.gz
C=CC(Cl)CC(=O)O,2.5,literature_compilation.sdf.gz
CC(Cl)CC(=O)O,2.9,literature_compilation.sdf.gz
O=C(O)c1ccco1,3.2,literature_compilation.sdf.gz
C[C@H]1C[C@H]1C(=O)O,5.0,literature_compilation.sdf.gz
C[C@@H]1C[C@H]1C(=O)O,5.0,literature_compilation.sdf.gz
CC(C)CC(=O)O,4.6,literature_compilation.sdf.gz
C/C(Cl)=C/CC(=O)O,4.1,literature_compilation.sdf.gz
C/C(Cl)=C\CC(=O)O,3.9,literature_compilation.sdf.gz
O=C(O)/C=C\CCl,3.5,literature_compilation.sdf.gz
O=C(O)/C=C/CCl,3.8,literature_compilation.sdf.gz
O=C(O)C#CCCl,1.9,literature_compilation.sdf.gz
O=C(O)CCC[N+](=O)[O-],2.6,literature_compilation.sdf.gz
O=CCCC(=O)O,3.6,literature_compilation.sdf.gz
O=C(O)CC/C=C\Cl,4.1,literature_compilation.sdf.gz
O=C(O)CC/C=C/Cl,4.1,literature_compilation.sdf.gz
O=C(O)CC(O)C(=O)O,3.5,literature_compilation.sdf.gz
C#CC(=O)O,1.9,literature_compilation.sdf.gz
O=C(O)[C@@H](O)[C@H](O)C(=O)O,3.0,literature_compilation.sdf.gz
O=C(O)[C@@H](O)[C@@H](O)C(=O)O,3.2,literature_compilation.sdf.gz
O=C(O)C(O)C(=O)O,2.4,literature_compilation.sdf.gz
SCCS,9.1,literature_compilation.sdf.gz
Cc1ccc(S(=O)(=O)NCl)cc1,4.5,literature_compilation.sdf.gz
O=S(=O)(NCl)c1cc(Cl)c(Cl)c(S(=O)(=O)NCl)c1,7.4,literature_compilation.sdf.gz
CS(N)(=O)=O,10.5,literature_compilation.sdf.gz
CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,9.3,literature_compilation.sdf.gz
Cc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,6.8,literature_compilation.sdf.gz
Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1,5.5,literature_compilation.sdf.gz
NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,10.0,literature_compilation.sdf.gz
Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,10.0,literature_compilation.sdf.gz
O=C(NO)c1ccccc1O,7.5,literature_compilation.sdf.gz
Nc1ccccc1C(=O)NO,9.0,literature_compilation.sdf.gz
O=C(NO)c1ccccc1Cl,7.8,literature_compilation.sdf.gz
O=C(NO)c1ccccc1F,8.0,literature_compilation.sdf.gz
O=C(NO)c1ccccc1[N+](=O)[O-],7.0,literature_compilation.sdf.gz
Nc1ccc(C(=O)NO)cc1,9.4,literature_compilation.sdf.gz
O=C(NO)c1ccc(F)cc1,8.8,literature_compilation.sdf.gz
O=C(NO)c1ccc(O)cc1,8.9,literature_compilation.sdf.gz
CC1(c2ccccc2)CCC(=O)NC1=O,9.2,literature_compilation.sdf.gz
CC1(C)CC(=O)NC1=O,9.5,literature_compilation.sdf.gz
CC1(C)OC(=O)NC1=O,6.1,literature_compilation.sdf.gz
c1ccc2n[nH]cc2c1,1.3,literature_compilation.sdf.gz
c1ccc2scnc2c1,1.2,literature_compilation.sdf.gz
Cn1ccnn1,1.2,literature_compilation.sdf.gz
Cn1ncc2ccccc21,2.0,literature_compilation.sdf.gz
Cn1cc2ccccc2n1,0.4,literature_compilation.sdf.gz
c1cnoc1,2.5,literature_compilation.sdf.gz
c1ccc(-c2scc3ncccc23)cc1,2.45,literature_compilation.sdf.gz
NC1=C(/C(N)=N\O)CN=N1,2.41,literature_compilation.sdf.gz
O=Cc1c[nH]cn1,3.76,literature_compilation.sdf.gz
CN(CC(=O)O)C(=N)N,12.36,literature_compilation.sdf.gz
COc1ccc(C(=N)N)cc1,11.79,literature_compilation.sdf.gz
CCOC(=O)C1=CC2(CC)CCCN3CCc4c(n1c1ccccc41)C32,7.53,literature_compilation.sdf.gz
C1CN=C2NCCCN2C1,12.24,literature_compilation.sdf.gz
CN1C[C@@H]2CC[C@@H](N(C)C)[C@H](C1)[C@H]2O,6.59,literature_compilation.sdf.gz
NN1CC(CN2CCOCC2)OC1=O,5.5,literature_compilation.sdf.gz
Clc1cccc(N2CCNCC2)c1Cl,8.9,literature_compilation.sdf.gz
CS(=O)(=O)Nc1cccc(N)c1,8.85,literature_compilation.sdf.gz
O=C(CCl)Nc1ccccc1,12.91,literature_compilation.sdf.gz
O=C1C=CC(=O)N1,9.21,literature_compilation.sdf.gz
O=C1CCC(c2ccccc2)=NN1,12.14,literature_compilation.sdf.gz
O=c1[nH]c2ccc(S(=O)(=O)CCO)cc2o1,7.23,literature_compilation.sdf.gz
O=c1[nH]c2ccc(OCc3ccccc3)cc2o1,8.61,literature_compilation.sdf.gz
O=c1[nH]c2ccc([N+](=O)[O-])cc2o1,7.05,literature_compilation.sdf.gz
O=c1[nH]c2ccc(Br)cc2o1,8.17,literature_compilation.sdf.gz
N/C(=N\O)c1ccc(F)cc1,11.81,literature_compilation.sdf.gz
N/C(=N\O)c1ccccc1,12.49,literature_compilation.sdf.gz
N/C(=N\O)c1cccnc1,11.82,literature_compilation.sdf.gz
N/C(=C\O)c1[nH]cnc1N,11.8,literature_compilation.sdf.gz
Oc1ccc(Oc2ccccc2)cc1,9.6,literature_compilation.sdf.gz
COC1=C(C)OC(C)C1=O,8.55,literature_compilation.sdf.gz
Nc1ncnc2c1ncn2C1O[C@H](CO)[C@H](O)[C@@H]1O,12.35,literature_compilation.sdf.gz
CCCS(=O)c1ccc2[nH]c(NC(=O)OC)nc2c1,3.28,literature_compilation.sdf.gz
N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,10.58,literature_compilation.sdf.gz
CC1(C)S[C@@H]2[C@H](N)C(=O)N2[C@H]1C(=O)O,2.3,literature_compilation.sdf.gz
C[C@H](N)Cc1ccccc1,9.94,literature_compilation.sdf.gz
C[C@H](N)Cc1ccc(O)cc1,0.7,literature_compilation.sdf.gz
COc1cccc(C[C@H](C)N)c1,9.86,literature_compilation.sdf.gz
COc1ccc(C[C@H](C)N)cc1,9.99,literature_compilation.sdf.gz
