smiles,n_atoms,mw,src
O=S(=O)([O-])c1ccc(O)c2cn[nH]c12,14,214.202,datawarrior.sdf.gz
O=S(=O)([O-])c1cc(O)cc2cn[nH]c12,14,214.202,datawarrior.sdf.gz
O=C1NC(=O)/C(=C/c2ccccc2)N1,14,188.186,datawarrior.sdf.gz
C1CN(CCN2CCOCC2)CCO1,14,200.28199999999995,datawarrior.sdf.gz
COc1nc2ccccc2nc1OC,14,190.20200000000003,datawarrior.sdf.gz
Nc1ccc2ccccc2c1[N+](=O)[O-],14,188.18600000000004,datawarrior.sdf.gz
Nc1c([N+](=O)[O-])ccc2ccccc12,14,188.186,datawarrior.sdf.gz
Nc1ccc(C(=O)[O-])c2ncccc12,14,188.186,datawarrior.sdf.gz
O=C([O-])CCc1nc2ccccc2[nH]1,14,190.20200000000003,datawarrior.sdf.gz
C1CN(CC[NH+]2CCOCC2)CCO1,14,200.28199999999995,datawarrior.sdf.gz
O=S1(=O)Cc2cc(Br)ccc2N=CN1,14,275.12699999999995,datawarrior.sdf.gz
COC(=O)c1nc2cc(Cl)ccc2[nH]1,14,210.61999999999998,datawarrior.sdf.gz
Cn1c(CCl)nc2c(O)ccc(O)c21,14,212.636,datawarrior.sdf.gz
Cn1c(CBr)nc2c(O)ccc(O)c21,14,257.087,datawarrior.sdf.gz
O=[N+]([O-])c1cccc(C2NCCS2)c1,14,210.25799999999998,datawarrior.sdf.gz
O=[N+]([O-])c1ccc(C2NCCS2)cc1,14,210.25799999999998,datawarrior.sdf.gz
CCOc1ccc2[nH]c(CC)nc2c1,14,190.24599999999998,datawarrior.sdf.gz
OC(CN1CCCC1)CN1CCCC1,14,198.30999999999992,datawarrior.sdf.gz
Cn1cncc(-c2ccccc2)c1=O,14,186.214,datawarrior.sdf.gz
CCc1c(-c2ccccc2)n[nH]c1O,14,188.23000000000002,datawarrior.sdf.gz
Cc1nn(-c2ccccc2)c(O)c1C,14,188.23000000000002,datawarrior.sdf.gz
Cc1nn(C)c(O)c1-c1ccccc1,14,188.23000000000002,datawarrior.sdf.gz
Cn1cnc(=O)c(-c2ccccc2)c1,14,186.214,datawarrior.sdf.gz
Cc1ccc(C(=O)c2cc[nH]n2)cc1,14,186.214,datawarrior.sdf.gz
CN(C1=NCCCO1)c1ccccc1,14,190.24600000000004,datawarrior.sdf.gz
OC(CN1CCCC1)C[NH+]1CCCC1,14,198.30999999999992,datawarrior.sdf.gz
CN(C)c1cc[nH+]c2c(O)cccc12,14,188.23,datawarrior.sdf.gz
Cc1cnc(-c2ccccc2)c([O-])n1,14,186.21400000000003,datawarrior.sdf.gz
Cc1cnc(-c2ccccc2)c(O)[nH+]1,14,186.21400000000003,datawarrior.sdf.gz
COc1ccc(C2CCC[NH+]2C)cn1,14,192.26199999999992,datawarrior.sdf.gz
O=S(Cc1ccccc1)c1ncc[nH]1,14,206.27000000000004,datawarrior.sdf.gz
O=C(c1ccc(Cl)cc1)c1cc[nH]n1,14,206.632,datawarrior.sdf.gz
CN1CC(O)C2=C/C(=N\O)C(=O)C=C21,14,194.18999999999997,datawarrior.sdf.gz
CC(=O)N1CCc2noc(O)c2CC1,14,196.206,datawarrior.sdf.gz
O=[N+]([O-])c1ccc2cccnc2c1O,14,190.158,datawarrior.sdf.gz
Cc1cccc(Nc2ccccc2)c1,14,183.254,datawarrior.sdf.gz
Cc1ccc(Nc2ccccc2)cc1,14,183.254,datawarrior.sdf.gz
Clc1cccc(Nc2ccccc2)c1,14,203.672,datawarrior.sdf.gz
Clc1ccc(Nc2ccccc2)cc1,14,203.672,datawarrior.sdf.gz
Brc1ccc(Nc2ccccc2)cc1,14,248.12300000000002,datawarrior.sdf.gz
Nc1ccc([I+]c2ccccc2)cc1,14,296.1310000000001,datawarrior.sdf.gz
Nc1cccc([I+]c2ccccc2)c1,14,296.13100000000003,datawarrior.sdf.gz
O=C1Cc2c1cc([N+](=O)[O-])c(O)c2Br,14,258.027,datawarrior.sdf.gz
O=C(O)CCc1c[nH]c2ccccc12,14,189.21400000000003,datawarrior.sdf.gz
Cc1[nH]c2ccccc2c1CC(=O)O,14,189.214,datawarrior.sdf.gz
COC(=O)c1ccc2ccccc2n1,14,187.198,datawarrior.sdf.gz
Oc1ccccc1CN1CCOCC1,14,193.24600000000004,datawarrior.sdf.gz
Cc1nc(Cc2ccccc2)c(O)o1,14,189.21400000000003,datawarrior.sdf.gz
COc1ccc2c(c1)C(O)N(C)C=C2,14,191.23,datawarrior.sdf.gz
CCS[C@@H]1C(O)C2CC(=O)CC1N2C,14,215.31799999999996,datawarrior.sdf.gz
Oc1ccccc1CN1CCCCC1,14,191.27399999999992,datawarrior.sdf.gz
C/C=C/c1ccc2cccnc2c1O,14,185.226,datawarrior.sdf.gz
C=CCc1ccc2cccnc2c1O,14,185.226,datawarrior.sdf.gz
CC1(C)CC(=O)C=C(N2CCCC2)C1,14,193.28999999999996,datawarrior.sdf.gz
Cc1c(O)cncc1C1CCCCC1,14,191.27399999999992,datawarrior.sdf.gz
C=C[C@]1(O)C[C@H](C)N[C@@H]2CCCC[C@H]21,14,195.30599999999995,datawarrior.sdf.gz
C=C[C@]1(O)C[C@@H](C)N[C@@H]2CCCC[C@H]21,14,195.30599999999995,datawarrior.sdf.gz
C=C[C@]1(O)C[C@@H](C)N[C@H]2CCCC[C@@H]21,14,195.30599999999995,datawarrior.sdf.gz
C#C[C@]1(O)C[C@H](C)N[C@@H]2CCCC[C@H]21,14,193.28999999999994,datawarrior.sdf.gz
C#C[C@]1(O)C[C@@H](C)N[C@@H]2CCCC[C@H]21,14,193.28999999999994,datawarrior.sdf.gz
C#C[C@]1(O)C[C@@H](C)N[C@H]2CCCC[C@@H]21,14,193.28999999999994,datawarrior.sdf.gz
COc1ccc(C2CCCN2C)cc1,14,191.27399999999992,datawarrior.sdf.gz
CC[C@]1(O)C[C@H](C)N[C@@H]2CCCC[C@H]21,14,197.32199999999995,datawarrior.sdf.gz
CC[C@]1(O)C[C@@H](C)N[C@@H]2CCCC[C@H]21,14,197.32199999999995,datawarrior.sdf.gz
CC[C@]1(O)C[C@@H](C)N[C@H]2CCCC[C@@H]21,14,197.32199999999995,datawarrior.sdf.gz
[O-]c1ccccc1CN1CCCCC1,14,191.27399999999992,datawarrior.sdf.gz
CCC[n+]1cccc2cc(O)ccc21,14,188.24999999999997,datawarrior.sdf.gz
Oc1ccc(Cl)cc1CN1CCCC1,14,211.69199999999995,datawarrior.sdf.gz
Oc1ccc(Cl)cc1C[NH+]1CCCC1,14,211.69199999999995,datawarrior.sdf.gz
O=C1NC(=O)C(c2ccccc2)C1=O,14,189.17000000000002,datawarrior.sdf.gz
COC(=O)[C@@H]1[C@@H](O)C[C@H]2CC[C@@H]1N2C,14,199.24999999999994,datawarrior.sdf.gz
COC(=O)[C@@H]1[C@H](O)C[C@@H]2CC[C@H]1N2C,14,199.24999999999994,datawarrior.sdf.gz
O=[N+]([O-])c1ccc2c(O)cccc2c1,14,189.17,datawarrior.sdf.gz
O=[N+]([O-])c1ccc2ccc(O)cc2c1,14,189.17,datawarrior.sdf.gz
O=C1CCc2ccc([N+](=O)[O-])cc2C1,14,191.18599999999992,datawarrior.sdf.gz
O=[N+]([O-])c1ccc2cc(O)ccc2c1,14,189.17,datawarrior.sdf.gz
O=C1CCc2cc([N+](=O)[O-])ccc2C1,14,191.18599999999992,datawarrior.sdf.gz
O=C([O-])c1ccc(O)c2ncccc12,14,189.17,datawarrior.sdf.gz
CCN(CC)c1ncnc2[nH]ncc12,14,191.23800000000003,datawarrior.sdf.gz
CCCCNc1ncnc2[nH]ncc12,14,191.238,datawarrior.sdf.gz
[NH3+]C(Cc1ccccc1)c1nnn[nH]1,14,189.22200000000004,datawarrior.sdf.gz
NC(Cc1ccccc1)c1nnn[n-]1,14,189.22200000000004,datawarrior.sdf.gz
COC(=O)Nc1ncnc2nc[nH]c12,14,193.166,datawarrior.sdf.gz
O=[N+]([O-])c1cccc(-c2nnn[nH]2)c1,14,191.15,datawarrior.sdf.gz
O=[N+]([O-])c1ccc(-c2nnn[nH]2)cc1,14,191.15,datawarrior.sdf.gz
O=[N+]([O-])c1ccc(-n2cnnn2)cc1,14,191.14999999999998,datawarrior.sdf.gz
O=[N+]([O-])c1ccccc1-c1nnn[nH]1,14,191.15,datawarrior.sdf.gz
CO/C([O-])=N/c1ncnc2nc[nH]c12,14,193.16600000000003,datawarrior.sdf.gz
CN(C)C(=O)c1ncnc2nc[nH]c12,14,191.194,datawarrior.sdf.gz
Nc1ccnc(-c2cccc(Cl)n2)c1,14,205.64799999999997,datawarrior.sdf.gz
Nc1ccnc(-c2cc(Cl)ccn2)c1,14,205.648,datawarrior.sdf.gz
CCNc1nnc(-c2ccccc2)s1,14,205.28600000000003,datawarrior.sdf.gz
O/N=C1C=C/C(=N\O)c2cccnc2/1,14,189.174,datawarrior.sdf.gz
O=[N+]([O-])c1ccc2[nH]c(CCl)nc2c1,14,211.608,datawarrior.sdf.gz
Cc1cc([O-])n(C2CCN(C)CC2)n1,14,195.26599999999996,datawarrior.sdf.gz
Cc1cc(O)n(C2CC[NH+](C)CC2)n1,14,195.26599999999996,datawarrior.sdf.gz
O=S(Cc1ccccc1)c1cnn[nH]1,14,207.258,datawarrior.sdf.gz
O=[N+]([O-])c1ccc2[nH]c(CO)nc2c1,14,193.16199999999998,datawarrior.sdf.gz
O=[N+]([O-])c1n[nH]c(-n2cnc(Cl)n2)n1,14,215.56,datawarrior.sdf.gz
O=[N+]([O-])c1n[nH]c(-n2cnc(Br)n2)n1,14,260.011,datawarrior.sdf.gz
C#CCCCCC(=O)O,9,126.155,datawarrior.sdf.gz
CC#CC#CCC(=O)O,9,122.12299999999999,datawarrior.sdf.gz
CCCCC#CC(=O)O,9,126.155,datawarrior.sdf.gz
CCC#CC#CC(=O)O,9,122.12299999999999,datawarrior.sdf.gz
CC(C)(C)C#CC(=O)O,9,126.15499999999999,datawarrior.sdf.gz
CCC/C=C(\C)C(=O)O,9,128.171,datawarrior.sdf.gz
C=C(CCCC)C(=O)O,9,128.171,datawarrior.sdf.gz
CCC(C(C)=O)C(C)=O,9,128.171,datawarrior.sdf.gz
CCC(=O)CC(=O)CC,9,128.171,datawarrior.sdf.gz
CC(=O)CC(=O)C(C)C,9,128.171,datawarrior.sdf.gz
CCCSC(C)C(=O)O,9,148.227,datawarrior.sdf.gz
CCCP(=O)(O)CCC,9,150.15800000000002,datawarrior.sdf.gz
CC(C)P(=O)(O)C(C)C,9,150.158,datawarrior.sdf.gz
CCCCSCC(=O)O,9,148.22699999999998,datawarrior.sdf.gz
CC(C)SC(C)C(=O)O,9,148.227,datawarrior.sdf.gz
CC[Si](C)(C)CC(=O)O,9,146.262,datawarrior.sdf.gz
C[Si](C)(C)CCC(=O)O,9,146.262,datawarrior.sdf.gz
C[Si](C)(C)C#CC(=O)O,9,142.23,datawarrior.sdf.gz
CC(C)(C)C(=O)C(=O)O,9,130.14299999999997,datawarrior.sdf.gz
CCOC(=O)CC(C)=O,9,130.14299999999997,datawarrior.sdf.gz
CC(=O)C(C=O)C(C)=O,9,128.12699999999998,datawarrior.sdf.gz
N/C(C/C(N)=N/O)=N\O,9,132.12300000000002,datawarrior.sdf.gz
CN(C)CC(C)(C)CN,9,130.23499999999999,datawarrior.sdf.gz
CN(C)CCCN(C)C,9,130.23499999999999,datawarrior.sdf.gz
CC(CN(C)C)N(C)C,9,130.23499999999999,datawarrior.sdf.gz
C[NH+](C)CC(C)(C)CN,9,130.23499999999999,datawarrior.sdf.gz
CN(C)CCC[NH+](C)C,9,130.23499999999999,datawarrior.sdf.gz
CC(CN(C)C)[NH+](C)C,9,130.23499999999999,datawarrior.sdf.gz
NC(=O)NOCC(=O)O,9,134.091,datawarrior.sdf.gz
CC/C([N+](=O)[O-])=[N+](/[O-])O,9,134.091,datawarrior.sdf.gz
CCC([N+](=O)[O-])[N+](=O)[O-],9,134.091,datawarrior.sdf.gz
CC(C)=NNS(C)(=O)=O,9,150.203,datawarrior.sdf.gz
CC(C)CC(N)C(N)=O,9,130.19099999999997,datawarrior.sdf.gz
CC(C)C[C@H](N)C(N)=O,9,130.19099999999997,datawarrior.sdf.gz
C/C(CCN(C)C)=N\[O-],9,130.191,datawarrior.sdf.gz
NC(=O)CC(N)C(=O)O,9,132.119,datawarrior.sdf.gz
NC(=O)C[C@H](N)C(=O)O,9,132.119,datawarrior.sdf.gz
NC(=O)C(N)CC(=O)O,9,132.119,datawarrior.sdf.gz
NC(=O)[C@@H](N)CC(=O)O,9,132.119,datawarrior.sdf.gz
CC(=N\O)/C(CO)=N/O,9,132.119,datawarrior.sdf.gz
NCC(=O)NCC(=O)[O-],9,132.11899999999997,datawarrior.sdf.gz
CC(=N\O)/C(CO)=N/[O-],9,132.119,datawarrior.sdf.gz
C#CCCCCCCN,9,125.21499999999999,datawarrior.sdf.gz
CC(C)CCCC(C)N,9,129.24699999999999,datawarrior.sdf.gz
CCC(C)NCC(C)C,9,129.24699999999999,datawarrior.sdf.gz
CCC(C)NC(C)CC,9,129.24699999999999,datawarrior.sdf.gz
CCCCCC(C)NC,9,129.24699999999999,datawarrior.sdf.gz
CCN(C(C)C)C(C)C,9,129.24699999999999,datawarrior.sdf.gz
C#CCCCCN(C)C,9,125.21499999999999,datawarrior.sdf.gz
CCN(CC)CCSC,9,147.287,datawarrior.sdf.gz
O=C(O)CC(=O)/C=N/O,9,131.08700000000002,datawarrior.sdf.gz
N[C@@H](CC(=O)[O-])C(=O)[O-],9,133.103,datawarrior.sdf.gz
CCOC(=O)C[N+](=O)[O-],9,133.103,datawarrior.sdf.gz
O=C([O-])CC(=O)/C=N/O,9,131.08700000000002,datawarrior.sdf.gz
CC(C)(C#N)CC(=O)O,9,127.143,datawarrior.sdf.gz
C=C(C)C(=O)OCCN,9,129.159,datawarrior.sdf.gz
CC(O)CN(C)CCO,9,133.191,datawarrior.sdf.gz
CC(C)=CC(=O)/C=N/O,9,127.14299999999999,datawarrior.sdf.gz
CC(=O)/C(=N\O)C(C)C,9,129.15899999999996,datawarrior.sdf.gz
CC(C)=C(C#N)C(=O)O,9,125.127,datawarrior.sdf.gz
CCOC(=O)C(N)CC,9,131.175,datawarrior.sdf.gz
[NH3+]CCCCCC(=O)O,9,131.175,datawarrior.sdf.gz
NCCCCCC(=O)[O-],9,131.175,datawarrior.sdf.gz
CCCC[NH2+]CC(=O)O,9,131.175,datawarrior.sdf.gz
CC(C)C[NH2+]CC(=O)O,9,131.17499999999998,datawarrior.sdf.gz
CC[NH+](CC)CC(=O)O,9,131.175,datawarrior.sdf.gz
CCC[NH2+]C(C)C(=O)O,9,131.175,datawarrior.sdf.gz
CCCCC([NH3+])C(=O)O,9,131.175,datawarrior.sdf.gz
CCCC[C@H]([NH3+])C(=O)O,9,131.175,datawarrior.sdf.gz
CC(C)CC([NH3+])C(=O)O,9,131.175,datawarrior.sdf.gz
CC(C)C[C@H]([NH3+])C(=O)O,9,131.175,datawarrior.sdf.gz
CC[C@H](C)[C@H]([NH3+])C(=O)O,9,131.175,datawarrior.sdf.gz
CCC(C)[C@H]([NH3+])C(=O)O,9,131.175,datawarrior.sdf.gz
CCCCNCC(=O)[O-],9,131.175,datawarrior.sdf.gz
CC(C)CNCC(=O)[O-],9,131.17499999999998,datawarrior.sdf.gz
CCN(CC)CC(=O)[O-],9,131.175,datawarrior.sdf.gz
CNC(C(=O)[O-])C(C)C,9,131.17499999999998,datawarrior.sdf.gz
CCCNC(C)C(=O)[O-],9,131.175,datawarrior.sdf.gz
CCCCC(N)C(=O)[O-],9,131.175,datawarrior.sdf.gz
CCCC[C@H](N)C(=O)[O-],9,131.175,datawarrior.sdf.gz
CC(C)CC(N)C(=O)[O-],9,131.175,datawarrior.sdf.gz
CC(C)C[C@H](N)C(=O)[O-],9,131.175,datawarrior.sdf.gz
CC[C@H](C)[C@H](N)C(=O)[O-],9,131.175,datawarrior.sdf.gz
CCC(C)[C@H](N)C(=O)[O-],9,131.175,datawarrior.sdf.gz
CCNCCCC(=O)[O-],9,131.175,datawarrior.sdf.gz
CC[NH2+]CCCC(=O)O,9,131.175,datawarrior.sdf.gz
CSC(=S)NCC(=O)O,9,165.239,datawarrior.sdf.gz
CC(O)CNC(C)(C)C,9,131.219,datawarrior.sdf.gz
COCC(C)CN(C)C,9,131.219,datawarrior.sdf.gz
CCCCCC/C=N/O,9,129.203,datawarrior.sdf.gz
CC(=O)N(C)CC(=O)O,9,131.131,datawarrior.sdf.gz
CC(=O)C(=NO)C(C)=O,9,129.11499999999998,datawarrior.sdf.gz
CC(CC(=O)O)C(N)=O,9,131.131,datawarrior.sdf.gz
CCOC(=O)/C(C)=N/O,9,131.131,datawarrior.sdf.gz
CNC(=O)/C=C\C(=O)O,9,129.11499999999998,datawarrior.sdf.gz
CC(CCN(C)C)NN,9,131.22299999999998,datawarrior.sdf.gz
CNCCN(C)CCN,9,131.223,datawarrior.sdf.gz
CCN(CC)/N=C(\C)N,9,129.207,datawarrior.sdf.gz
CN(C)CCNCCN,9,131.22299999999998,datawarrior.sdf.gz
CCN(CC#N)CC#N,9,123.15899999999999,datawarrior.sdf.gz
CN=C(N(C)C)N(C)C,9,129.20699999999997,datawarrior.sdf.gz
NCCCNCCCN,9,131.223,datawarrior.sdf.gz
C[NH2+]CCN(C)CC[NH3+],9,131.223,datawarrior.sdf.gz
C[NH+](C)CCNCC[NH3+],9,131.22299999999998,datawarrior.sdf.gz
[NH3+]CCCNCCC[NH3+],9,131.223,datawarrior.sdf.gz
CC(CC[NH+](C)C)NN,9,131.22299999999998,datawarrior.sdf.gz
C[NH2+]CCN(C)CCN,9,131.223,datawarrior.sdf.gz
C[NH+](C)CCNCCN,9,131.22299999999998,datawarrior.sdf.gz
NCCCNCCC[NH3+],9,131.223,datawarrior.sdf.gz
NC(=O)C[C@H](N)C(N)=O,9,131.135,datawarrior.sdf.gz
N#CC(O)=C(C#N)C#N,9,119.083,datawarrior.sdf.gz
N=C(N)NOCC(=O)[O-],9,133.107,datawarrior.sdf.gz
NC(=[NH2+])NOCC(=O)O,9,133.107,datawarrior.sdf.gz
O=C(O)C12CCC(C1)C2,9,126.155,datawarrior.sdf.gz
c1ncc2cn[nH]c2n1,9,120.115,datawarrior.sdf.gz
c1ncc2[nH]cnc2n1,9,120.11499999999998,datawarrior.sdf.gz
c1ccc2[nH]ncc2c1,9,118.13899999999997,datawarrior.sdf.gz
C1CN=C2NCCC2C1,9,124.187,datawarrior.sdf.gz
CC1=CSC2=NCCN12,9,140.211,datawarrior.sdf.gz
c1ccc(C2CN2)cc1,9,119.16699999999996,datawarrior.sdf.gz
CC1CN2CCC1CC2,9,125.21499999999999,datawarrior.sdf.gz
CC(C)N1C2CCCC21,9,125.215,datawarrior.sdf.gz
CC1CC2CCN1CC2,9,125.21499999999999,datawarrior.sdf.gz
C[C@@H]1CCN2CC=C[C@H]12,9,123.19899999999997,datawarrior.sdf.gz
C[C@@H]1CC[C@@H]2CCCN21,9,125.215,datawarrior.sdf.gz
C[C@H]1CC[C@@H]2CCCN21,9,125.215,datawarrior.sdf.gz
ClC1CN2CCC1CC2,9,145.633,datawarrior.sdf.gz
O=C1CN2CCC1CC2,9,125.17100000000002,datawarrior.sdf.gz
OC1CN2CCC1CC2,9,127.18700000000001,datawarrior.sdf.gz
c1ncc2[nH]nnc2n1,9,121.103,datawarrior.sdf.gz
c1cc2[nH]cnc2cn1,9,119.12699999999998,datawarrior.sdf.gz
c1cnc2nc[nH]c2c1,9,119.12699999999997,datawarrior.sdf.gz
Sc1ccc(Cl)c(Cl)c1,9,179.071,datawarrior.sdf.gz
O=C(O)C1COCCO1,9,132.115,datawarrior.sdf.gz
O=C(O)C1(C(=O)O)CC1,9,130.09900000000002,datawarrior.sdf.gz
O=C1COC=C([O-])C1=O,9,128.08299999999997,datawarrior.sdf.gz
O=C([O-])C1(C(=O)O)CC1,9,130.09900000000002,datawarrior.sdf.gz
O=c1cccc(O)cc1,9,122.12299999999998,datawarrior.sdf.gz
Cc1cc(O)ccc1O,9,124.13899999999997,datawarrior.sdf.gz
CC1(C)CC(=O)CC1=O,9,126.15499999999999,datawarrior.sdf.gz
O=c1cccccc1O,9,122.12299999999996,datawarrior.sdf.gz
O=C(O)C1CCCCC1,9,128.17100000000002,datawarrior.sdf.gz
O=c1ccccc(O)c1,9,122.12299999999998,datawarrior.sdf.gz
O=CC1CCCCC1=O,9,126.155,datawarrior.sdf.gz
CC(=O)C1CCCC1=O,9,126.155,datawarrior.sdf.gz
Cc1cc(O)cc(C)[o+]1,9,125.14699999999998,datawarrior.sdf.gz
Cc1cc([O-])ccc1O,9,124.13899999999997,datawarrior.sdf.gz
Cc1ccc(O)c([O-])c1,9,124.13899999999997,datawarrior.sdf.gz
O=C(O)c1ccc(Cl)s1,9,162.59699999999998,datawarrior.sdf.gz
O=C(O)c1cc(Br)cs1,9,207.04799999999997,datawarrior.sdf.gz
O=C(O)c1ccc(Br)s1,9,207.048,datawarrior.sdf.gz
O=C(O)c1csc(Br)c1,9,207.048,datawarrior.sdf.gz
Oc1ccc(O)c(Cl)c1,9,144.55699999999996,datawarrior.sdf.gz
Oc1ccc(O)c(Br)c1,9,189.008,datawarrior.sdf.gz
Cc1csc(C(=O)O)c1,9,142.17899999999997,datawarrior.sdf.gz
O=S(O)c1ccccc1,9,142.17899999999997,datawarrior.sdf.gz
O=[PH](O)c1ccccc1,9,142.094,datawarrior.sdf.gz
Cc1ccc(C(=O)O)s1,9,142.17899999999997,datawarrior.sdf.gz
O=C(O)Cc1cccs1,9,142.179,datawarrior.sdf.gz
Cc1cc(C(=O)O)cs1,9,142.179,datawarrior.sdf.gz
[O-]c1ccc(O)cc1Cl,9,144.55699999999996,datawarrior.sdf.gz
[O-]c1ccc(O)cc1Br,9,189.008,datawarrior.sdf.gz
O=c1cccccc1S,9,138.19099999999997,datawarrior.sdf.gz
O=C(S)c1ccccc1,9,138.19099999999997,datawarrior.sdf.gz
O=C(O)[C@H]1O[C@@H]1C(=O)O,9,132.071,datawarrior.sdf.gz
O=C(O)[C@H]1O[C@H]1C(=O)[O-],9,132.071,datawarrior.sdf.gz
O=C([O-])[C@H]1O[C@@H]1C(=O)O,9,132.071,datawarrior.sdf.gz
Oc1cccc(O)c1O,9,126.11099999999995,datawarrior.sdf.gz
CC1=CC(=O)CC(=O)O1,9,126.11099999999998,datawarrior.sdf.gz
CC1CC(=O)CC(=O)O1,9,128.12699999999998,datawarrior.sdf.gz
O=C(O)C1=C(CO)CC1,9,128.127,datawarrior.sdf.gz
Cc1ccc(C(=O)O)o1,9,126.11099999999998,datawarrior.sdf.gz
O=C(O)C1CCCCO1,9,130.143,datawarrior.sdf.gz
O=C(O)C1(O)CCCC1,9,130.143,datawarrior.sdf.gz
O=C(O)C1CCCOC1,9,130.143,datawarrior.sdf.gz
CCO[C@H]1C[C@H]1C(=O)O,9,130.143,datawarrior.sdf.gz
CCO[C@H]1C[C@@H]1C(=O)O,9,130.143,datawarrior.sdf.gz
O=C(O)Cc1ccco1,9,126.11099999999998,datawarrior.sdf.gz
CCC1C(=O)COC1=O,9,128.12699999999998,datawarrior.sdf.gz
O=C(O)Cc1ccoc1,9,126.11099999999998,datawarrior.sdf.gz
CC(=O)[C@@H]1C[C@@H]1C(=O)O,9,128.12699999999998,datawarrior.sdf.gz
Oc1cc(O)cc(O)c1,9,126.11099999999998,datawarrior.sdf.gz
[O-]c1cc([O-])cc(O)c1,9,126.11099999999998,datawarrior.sdf.gz
[O-]c1c(O)cccc1O,9,126.11099999999996,datawarrior.sdf.gz
O=C(O)c1cc(Cl)co1,9,146.529,datawarrior.sdf.gz
O=C(O)c1ccc(I)o1,9,237.98,datawarrior.sdf.gz
O=C1CC(=O)CS(=O)C1,9,146.16699999999997,datawarrior.sdf.gz
Nc1ncnc([S-])c1N,9,142.18699999999998,datawarrior.sdf.gz
Nc1nc[nH+]c(S)c1N,9,142.18699999999998,datawarrior.sdf.gz
Nc1cnc([S-])nc1N,9,142.18699999999998,datawarrior.sdf.gz
Nc1c[nH+]c(S)nc1N,9,142.18699999999998,datawarrior.sdf.gz
O=C(O)Cn1ncnn1,9,128.091,datawarrior.sdf.gz
O=C(O)Cn1cnnn1,9,128.091,datawarrior.sdf.gz
O=C(O)Cc1nnn[nH]1,9,128.091,datawarrior.sdf.gz
Nc1c[nH]nc1[N+](=O)[O-],9,128.091,datawarrior.sdf.gz
Nc1n[nH]cc1[N+](=O)[O-],9,128.091,datawarrior.sdf.gz
O=C([O-])Cc1nnn[nH]1,9,128.091,datawarrior.sdf.gz
Nc1ncnc([O-])c1N,9,126.11900000000001,datawarrior.sdf.gz
Nc1nc[nH+]c(O)c1N,9,126.11900000000001,datawarrior.sdf.gz
NCc1ccc(N)cc1,9,122.171,datawarrior.sdf.gz
NCCc1ccncc1,9,122.171,datawarrior.sdf.gz
Cc1cc(N)c(C)cn1,9,122.171,datawarrior.sdf.gz
NCCc1cccnc1,9,122.17099999999999,datawarrior.sdf.gz
CN(C)C1CCNCC1,9,128.21900000000002,datawarrior.sdf.gz
N=C(N)c1ccccc1,9,120.15499999999996,datawarrior.sdf.gz
CN(C)c1ccncc1,9,122.17099999999999,datawarrior.sdf.gz
CN1C=C(C#N)C=CC1,9,120.15499999999999,datawarrior.sdf.gz
CN1C=C(C#N)CCC1,9,122.171,datawarrior.sdf.gz
CCc1cnccc1N,9,122.17099999999999,datawarrior.sdf.gz
CC1CN(C)CCN1C,9,128.219,datawarrior.sdf.gz
Nc1ccc(C[NH3+])cc1,9,122.17099999999998,datawarrior.sdf.gz
[NH3+]CCc1ccncc1,9,122.171,datawarrior.sdf.gz
[NH3+]CCc1cccnc1,9,122.17099999999999,datawarrior.sdf.gz
[NH3+]CCc1ccccn1,9,122.171,datawarrior.sdf.gz
CN(C)c1ccc[nH+]c1,9,122.17099999999998,datawarrior.sdf.gz
Cc1cnc(C)c(C)[nH+]1,9,122.17099999999998,datawarrior.sdf.gz
CC1CN(C)CC[NH+]1C,9,128.219,datawarrior.sdf.gz
C[NH2+]Cc1ccccn1,9,122.17099999999999,datawarrior.sdf.gz
Cc1cc([S-])nc([S-])n1,9,158.251,datawarrior.sdf.gz
Cc1cc([S-])[nH+]c([S-])n1,9,158.251,datawarrior.sdf.gz
C[n+]1c([S-])ccnc1[S-],9,159.259,datawarrior.sdf.gz
C1CNCCSCCN1,9,146.259,datawarrior.sdf.gz
CSc1nccc(C)n1,9,140.21099999999998,datawarrior.sdf.gz
Cc1cc(C)[nH+]c([S-])n1,9,140.21099999999998,datawarrior.sdf.gz
Cc1cc(C)nc([S-])n1,9,140.21099999999998,datawarrior.sdf.gz
C1C[NH2+]CCSCCN1,9,146.259,datawarrior.sdf.gz
O=C(O)c1cccnn1,9,124.09899999999999,datawarrior.sdf.gz
O=C(O)c1ccnnc1,9,124.09899999999999,datawarrior.sdf.gz
C[n+]1nc(O)ccc1[O-],9,127.12299999999998,datawarrior.sdf.gz
Cc1cc(O)[nH+]c(O)[nH+]1,9,126.11499999999997,datawarrior.sdf.gz
O=[N+]([O-])c1ccncc1,9,124.09899999999998,datawarrior.sdf.gz
COc1cnc[nH+]c1O,9,126.11499999999998,datawarrior.sdf.gz
COc1cncnc1[O-],9,126.11499999999998,datawarrior.sdf.gz
C[n+]1ccc([O-])nc1[O-],9,127.12299999999996,datawarrior.sdf.gz
Cc1cc([O-])[nH+]c([O-])n1,9,126.11499999999997,datawarrior.sdf.gz
C[n+]1c([O-])ccnc1[O-],9,127.12299999999996,datawarrior.sdf.gz
O=C1CC(=O)NC(=S)N1,9,144.15499999999997,datawarrior.sdf.gz
